transaction_id,property_id,buyer_entity_id,buyer_name,buyer_type,buyer_pan_hash,buyer_incorporation_age_days,seller_entity_id,seller_name,seller_pan_hash,fair_value,declared_value,cash_component_pct,holding_period_days,financing_type,is_ring_txn,aml_flag,pattern_types,buyer_txn_count,undervaluation_pct,value_deviation_pct,is_rapid_flip,is_shell_pattern,anomaly_score,in_detected_ring
704083,104083,31143,Novus Ventures LLP,Trust,PAN031143,281.0,9152,Meridian Ventures Pvt Ltd,PAN009152,8510989.0,8933368.0,3.9,82,Bank Loan,0,0,none,1,-4.962748747530986,4.962748747530986,1,0,0.5663588610162273,0
704084,104084,34011,Pinnacle Consultancy LLP,LLP,PAN034011,46.0,34015,Crestline Realty Pvt Ltd,PAN034015,5489589.0,3268417.0,40.8,33,Mixed,1,1,circular_ring,25,40.46153546285524,-40.46153546285524,1,1,0.6767046324741272,1
704085,104085,32352,Vikram Sharma,Individual,PAN032352,,7523,Vikram Desai,PAN007523,15119710.0,15327689.0,2.2,3294,Mixed,0,0,none,1,-1.3755488696542462,1.3755488696542462,0,0,0.4010297609064052,0
704086,104086,22912,Pinnacle Ventures LLP,LLP,PAN022912,3288.0,32231,Suresh Gupta,PAN032231,4466817.0,4855145.0,3.6,942,Bank Loan,0,0,none,2,-8.6936178491306,8.6936178491306,0,0,0.46027021968408716,0
704087,104087,31235,Neha Reddy,Individual,PAN031235,,22013,Horizon Trading LLP,PAN022013,12646299.0,13296598.0,6.1,3617,Mixed,0,0,none,1,-5.142208008841164,5.142208008841164,0,0,0.4344144762826573,0
704088,104088,23952,Pinnacle Consultancy LLP,Partnership Firm,PAN023952,2233.0,29040,Sneha Rao,PAN029040,10539506.0,10886645.0,3.7,2957,Bank Loan,0,0,none,2,-3.2936932717719407,3.2936932717719407,0,0,0.4545432241275662,0
704089,104089,21165,Meridian Ventures Pvt Ltd,Pvt Ltd Company,PAN021165,2392.0,23379,Kavya Menon,PAN023379,6931509.0,6940492.0,2.5,1284,Self-funded,0,0,none,1,-0.1295966001054027,0.1295966001054027,0,0,0.4431709752457688,0
704090,104090,24163,Sunrise Infra Pvt Ltd,LLP,PAN024163,3671.0,33184,Neha Menon,PAN033184,8850437.0,8987461.0,1.4,3508,Bank Loan,0,0,none,1,-1.54821733661287,1.54821733661287,0,0,0.42179904719245875,0
704091,104091,25130,Meridian Trading LLP,Pvt Ltd Company,PAN025130,3418.0,2383,Crestline Realty LLP,PAN002383,8714776.0,8520267.0,1.2,2269,Bank Loan,0,0,none,1,2.231944917459726,-2.231944917459726,0,0,0.4223619767468583,0
704092,104092,18136,Divya Reddy,Individual,PAN018136,,29828,Meridian Consultancy Pvt Ltd,PAN029828,7555304.0,7464992.0,5.1,3088,Self-funded,0,0,none,1,1.195345680332651,-1.195345680332651,0,0,0.4143939973930646,0
704093,104093,28666,Orbis Ventures LLP,Partnership Firm,PAN028666,3489.0,20424,Cascade Trading LLP,PAN020424,10860383.0,11068806.0,0.0,2041,Self-funded,0,0,none,1,-1.9191127974031847,1.9191127974031847,0,0,0.46173594755938124,0
704094,104094,18675,Pooja Desai,Individual,PAN018675,,22942,Neha Menon,PAN022942,3399339.0,3284709.0,5.7,3309,Self-funded,0,0,none,1,3.372126169234666,-3.372126169234666,0,0,0.4308918618138487,0
704095,104095,14272,Novus Enterprises Pvt Ltd,Partnership Firm,PAN014272,1900.0,11504,Vertex Holdings LLP,PAN011504,5904567.0,5981623.0,0.0,3562,NBFC Loan,0,0,none,1,-1.3050237214684837,1.3050237214684837,0,0,0.47047225432838674,0
704096,104096,25920,Divya Desai,Individual,PAN025920,,28903,Anjali Pillai,PAN028903,6654071.0,6745606.0,3.2,1311,Mixed,0,0,none,1,-1.3756240352710394,1.3756240352710394,0,0,0.3887269788096581,0
704097,104097,22920,Rahul Singh,Individual,PAN022920,,1642,Zenith Infra Pvt Ltd,PAN001642,3841288.0,3800884.0,3.8,3559,Bank Loan,0,0,none,1,1.0518346971120105,-1.0518346971120105,0,0,0.3940545456729296,0
704098,104098,21140,Novus Holdings LLP,Pvt Ltd Company,PAN021140,132.0,30371,Amit Pillai,PAN030371,12943155.0,12584469.0,0.4,468,Self-funded,0,1,shell_entity_buyer,3,2.7712408605166208,-2.7712408605166208,0,1,0.6112516373822404,0
704099,104099,23483,Vikram Singh,NRI Individual,PAN023483,1221.0,18806,Arjun Singh,PAN018806,10525070.0,10732396.0,1.6,2095,Mixed,0,0,none,1,-1.969830129395814,1.969830129395814,0,0,0.42335802020900104,0
704100,104100,6198,Rahul Gupta,Individual,PAN006198,,20660,Sneha Reddy,PAN020660,10221999.0,9937548.0,3.9,2849,Self-funded,0,0,none,1,2.782733592519428,-2.782733592519428,0,0,0.40934725497356383,0
704101,104101,34013,Zenith Realty Pvt Ltd,LLP,PAN034013,170.0,34012,Alpine Holdings Pvt Ltd,PAN034012,27664293.0,16689686.0,30.0,85,Bank Loan,1,1,circular_ring,25,39.67065776812008,-39.67065776812008,1,1,0.6675624895403307,1
704102,104102,11371,Sneha Menon,Individual,PAN011371,,20071,Priya Joshi,PAN020071,20049593.0,20323142.0,11.7,3350,Bank Loan,0,1,high_cash,1,-1.3643618601135694,1.3643618601135694,0,0,0.4396945991133524,0
704103,104103,14575,Ajay Verma,Individual,PAN014575,,11879,Rohan Rao,PAN011879,11856995.0,11284749.0,5.1,2489,Mixed,0,0,none,1,4.826231266859773,-4.826231266859773,0,0,0.4008640996972935,0
704104,104104,9641,Suresh Gupta,Individual,PAN009641,,31677,Anjali Desai,PAN031677,2860055.0,2614289.0,4.5,3394,Mixed,0,0,none,1,8.593051532225779,-8.593051532225779,0,0,0.42613493141731734,0
704105,104105,3872,Suresh Pillai,Individual,PAN003872,,15637,Orbis Realty LLP,PAN015637,4395824.0,4543478.0,2.8,3663,Mixed,0,0,none,1,-3.358960686324111,3.358960686324111,0,0,0.41965941356426106,0
704106,104106,28438,Sunrise Infra Pvt Ltd,Pvt Ltd Company,PAN028438,3080.0,11707,Rohan Desai,PAN011707,6715821.0,6783357.0,0.9,37,Self-funded,0,0,none,2,-1.0056253732790077,1.0056253732790077,1,0,0.5880136742418038,0
704107,104107,5755,Horizon Realty Pvt Ltd,Partnership Firm,PAN005755,3017.0,10145,Meridian Consultancy LLP,PAN010145,13617097.0,13758728.0,4.8,3550,Self-funded,0,0,none,1,-1.0400968723362989,1.0400968723362989,0,0,0.45772403766046915,0
704108,104108,13265,Ajay Joshi,Individual,PAN013265,,8640,Horizon Enterprises Pvt Ltd,PAN008640,22552615.0,22602214.0,4.4,3305,NBFC Loan,0,0,none,1,-0.2199257159313897,0.2199257159313897,0,0,0.41129211272424837,0
704109,104109,30558,Pooja Joshi,Individual,PAN030558,,29685,Novus Consultancy Pvt Ltd,PAN029685,4680891.0,4526379.0,18.3,3252,Self-funded,0,1,high_cash,2,3.300910019054065,-3.300910019054065,0,0,0.5277900026064017,0
704110,104110,30147,Sneha Sharma,Individual,PAN030147,,27831,Divya Iyer,PAN027831,4225212.0,4626132.0,5.8,705,Mixed,0,0,none,1,-9.488754647104097,9.488754647104097,0,0,0.44322540083621675,0
704111,104111,15413,Meera Reddy,Individual,PAN015413,,28316,Karan Menon,PAN028316,1827255.0,1711371.0,2.3,2057,Bank Loan,0,0,none,1,6.341971974354975,-6.341971974354975,0,0,0.3881368857532116,0
704112,104112,14908,Priya Reddy,Individual,PAN014908,,761,Sunrise Realty Pvt Ltd,PAN000761,6301863.0,6283853.0,3.4,3485,NBFC Loan,0,0,none,1,0.2857885041296518,-0.2857885041296518,0,0,0.41532707968013133,0
704113,104113,31585,Crestline Infra LLP,Pvt Ltd Company,PAN031585,122.0,14986,Pinnacle Enterprises LLP,PAN014986,5177007.0,5330392.0,0.9,3786,Bank Loan,0,0,none,2,-2.9628122967575665,2.9628122967575665,0,1,0.5980665838501142,0
704114,104114,10945,Rohan Rao,Individual,PAN010945,,30084,Meridian Consultancy LLP,PAN030084,10321834.0,10066438.0,2.7,3035,Mixed,0,0,none,1,2.4743277212169854,-2.4743277212169854,0,0,0.39645199662487185,0
704115,104115,8655,Alpine Enterprises Pvt Ltd,LLP,PAN008655,1388.0,3327,Meera Patel,PAN003327,8416335.0,9062473.0,4.7,3391,Bank Loan,0,0,none,1,-7.677189655592369,7.677189655592369,0,0,0.45006928273398433,0
704116,104116,529,Neha Nair,Individual,PAN000529,,14757,Rahul Reddy,PAN014757,8796895.0,8644170.0,1.3,1609,Self-funded,0,0,none,1,1.7361239391853602,-1.7361239391853602,0,0,0.41069759949988927,0
704117,104117,7951,Ajay Desai,Individual,PAN007951,,2963,Arjun Patel,PAN002963,2919106.0,2934982.0,5.1,2286,Bank Loan,0,0,none,1,-0.543865142273011,0.543865142273011,0,0,0.37873378979176925,0
704118,104118,23764,Horizon Enterprises LLP,Pvt Ltd Company,PAN023764,1772.0,5337,Pooja Reddy,PAN005337,4856881.0,4899843.0,3.7,1543,Mixed,0,0,none,1,-0.8845594528669737,0.8845594528669737,0,0,0.43241784611825684,0
704119,104119,20202,Cascade Ventures Pvt Ltd,Pvt Ltd Company,PAN020202,1775.0,9053,Horizon Ventures Pvt Ltd,PAN009053,2128442.0,2142713.0,4.0,2016,NBFC Loan,0,0,none,1,-0.6704904338478568,0.6704904338478568,0,0,0.4431480598271311,0
704120,104120,31586,Meera Reddy,Individual,PAN031586,,1735,Rahul Singh,PAN001735,6595274.0,6762870.0,1.3,1359,Self-funded,0,0,none,1,-2.541152952856849,2.541152952856849,0,0,0.4104477006060653,0
704121,104121,34026,Meera Gupta,Individual,PAN034026,,2666,Ajay Gupta,PAN002666,3092878.0,3321308.0,1.7,3444,Bank Loan,0,1,structuring,5,-7.385677676261398,7.385677676261398,0,0,0.563660572098781,0
704122,104122,8203,Alpine Holdings LLP,Pvt Ltd Company,PAN008203,61.0,11607,Karan Verma,PAN011607,9577769.0,9550952.0,4.5,1896,Bank Loan,0,1,shell_entity_buyer,1,0.2799921359556698,-0.2799921359556698,0,1,0.5529041709637663,0
704123,104123,12977,Priya Kulkarni,Individual,PAN012977,,10535,Vikram Kulkarni,PAN010535,2251096.0,2355284.0,6.5,3382,Mixed,0,0,none,2,-4.628323270087105,4.628323270087105,0,0,0.4500624616774876,0
704124,104124,26275,Vikram Joshi,Individual,PAN026275,,9254,Arjun Pillai,PAN009254,12305764.0,11256338.0,5.2,2381,Self-funded,0,0,none,1,8.527922362236104,-8.527922362236104,0,0,0.4335471883122045,0
704125,104125,450,Anjali Desai,Individual,PAN000450,,9265,Divya Verma,PAN009265,15581986.0,16477397.0,6.3,1086,Bank Loan,0,0,none,1,-5.746449778609736,5.746449778609736,0,0,0.40712176079604057,0
704126,104126,8471,Rahul Reddy,Individual,PAN008471,,11514,Priya Nair,PAN011514,29363027.0,27507895.0,0.5,2128,Self-funded,0,0,none,1,6.317918108374862,-6.317918108374862,0,0,0.4268237409175979,0
704127,104127,11708,Suresh Rao,Individual,PAN011708,,23746,Sunrise Consultancy Pvt Ltd,PAN023746,4408512.0,4527893.0,0.5,36,Bank Loan,0,0,none,1,-2.7079658624043668,2.7079658624043668,1,0,0.5037313488863675,0
704128,104128,15203,Arjun Verma,Individual,PAN015203,,25352,Cascade Holdings LLP,PAN025352,3774330.0,3862551.0,0.0,2753,Mixed,0,0,none,2,-2.3373949813609305,2.3373949813609305,0,0,0.44311692593818514,0
704129,104129,9519,Rahul Kulkarni,Individual,PAN009519,,17240,Horizon Holdings LLP,PAN017240,19319940.0,18778173.0,0.8,24,Bank Loan,0,0,none,1,2.804185727284868,-2.804185727284868,1,0,0.5076575746272003,0
704130,104130,15042,Kavya Verma,Individual,PAN015042,,20631,Divya Nair,PAN020631,8731545.0,8667692.0,3.9,391,Self-funded,0,0,none,1,0.7312909685513846,-0.7312909685513846,0,0,0.43774535782158364,0
704131,104131,13167,Novus Consultancy LLP,Pvt Ltd Company,PAN013167,637.0,19761,Horizon Realty Pvt Ltd,PAN019761,6297231.0,6338062.0,5.6,927,NBFC Loan,0,0,none,2,-0.6483960966335839,0.6483960966335839,0,0,0.4794849311716484,0
704132,104132,2,Priya Rao,Individual,PAN000002,,13920,Summit Holdings Pvt Ltd,PAN013920,6206495.0,5783233.0,2.1,3503,NBFC Loan,0,0,none,1,6.819662305375256,-6.819662305375256,0,0,0.4367359060973622,0
704133,104133,19256,Amit Singh,Individual,PAN019256,,6364,Orbis Trading Pvt Ltd,PAN006364,5859379.0,5537485.0,1.3,3624,Mixed,0,0,none,2,5.493653849665639,-5.493653849665639,0,0,0.46102752708464495,0
704134,104134,8348,Divya Gupta,Individual,PAN008348,,11011,Arjun Singh,PAN011011,4396834.0,4517411.0,3.3,3258,Bank Loan,0,0,none,1,-2.7423596160328088,2.7423596160328088,0,0,0.3873173775573349,0
704135,104135,5733,Sneha Reddy,Individual,PAN005733,,25510,Rahul Gupta,PAN025510,6286325.0,8244425.0,0.0,20,Self-funded,0,1,rapid_flip,1,-31.1485645428768,31.1485645428768,1,0,0.5870573902878202,0
704136,104136,19734,Amit Patel,Individual,PAN019734,,21622,Suresh Gupta,PAN021622,4712122.0,4809875.0,5.9,919,Bank Loan,0,0,none,2,-2.0745006177683853,2.0745006177683853,0,0,0.4242251617863097,0
704137,104137,13393,Alpine Consultancy LLP,Partnership Firm,PAN013393,3138.0,134,Kavya Joshi,PAN000134,5536343.0,5406358.0,0.4,3460,NBFC Loan,0,0,none,3,2.347849473921684,-2.347849473921684,0,0,0.5284950224422154,0
704138,104138,34036,Rohan Joshi,Individual,PAN034036,,17545,Meera Rao,PAN017545,1436370.0,1461293.0,1.7,862,Self-funded,0,1,structuring,5,-1.7351378823005212,1.7351378823005212,0,0,0.5422115846729383,0
704139,104139,32658,Rahul Joshi,NRI Individual,PAN032658,2755.0,15764,Suresh Pillai,PAN015764,10052981.0,9551075.0,2.0,3489,NBFC Loan,0,0,none,1,4.9926086600581465,-4.9926086600581465,0,0,0.4506458144519251,0
704140,104140,25199,Priya Singh,Individual,PAN025199,,9960,Amit Kulkarni,PAN009960,12792672.0,12084687.0,3.4,1014,Bank Loan,0,0,none,1,5.534301199936964,-5.534301199936964,0,0,0.3842131529735242,0
704141,104141,7736,Pooja Sharma,Individual,PAN007736,,19253,Divya Verma,PAN019253,6107438.0,6027091.0,6.7,3484,Bank Loan,0,0,none,1,1.3155598141151823,-1.3155598141151823,0,0,0.41235896648718195,0
704142,104142,34004,Alpine Consultancy Pvt Ltd,Pvt Ltd Company,PAN034004,18.0,34001,Orbis Ventures Pvt Ltd,PAN034001,10016905.0,5633983.0,34.2,96,Bank Loan,1,1,circular_ring,19,43.75525174692183,-43.75525174692183,1,1,0.6778838906151943,1
704143,104143,19255,Summit Infra Pvt Ltd,Partnership Firm,PAN019255,2743.0,8639,Sunrise Ventures LLP,PAN008639,7339859.0,7146116.0,8.2,3535,Self-funded,0,0,none,1,2.639601114953298,-2.639601114953298,0,0,0.48921156252597175,0
704144,104144,23234,Neha Pillai,Individual,PAN023234,,26270,Crestline Ventures Pvt Ltd,PAN026270,9489157.0,9459404.0,3.7,1212,Self-funded,0,0,none,1,0.3135473467242664,-0.3135473467242664,0,0,0.4045888160764235,0
704145,104145,15482,Pinnacle Realty Pvt Ltd,LLP,PAN015482,879.0,17467,Neha Sharma,PAN017467,8618390.0,8646362.0,0.9,2466,Bank Loan,0,0,none,1,-0.3245617801004596,0.3245617801004596,0,0,0.40463091069919394,0
704146,104146,30662,Suresh Patel,Individual,PAN030662,,7682,Pooja Pillai,PAN007682,2251069.0,2280632.0,4.2,86,Bank Loan,0,0,none,1,-1.313287153792265,1.313287153792265,1,0,0.48502418125640184,0
704147,104147,33005,Ajay Iyer,Individual,PAN033005,,10618,Orbis Infra LLP,PAN010618,12581919.0,12833660.0,6.4,3532,Bank Loan,0,0,none,1,-2.0008156148517564,2.0008156148517564,0,0,0.4140645934769124,0
704148,104148,14944,Meridian Trading Pvt Ltd,Pvt Ltd Company,PAN014944,2439.0,6373,Karan Iyer,PAN006373,3629313.0,3530657.0,1.8,1420,Self-funded,0,1,none,1,2.7183106003808435,-2.7183106003808435,0,0,0.44749512977130873,0
704149,104149,6056,Arjun Singh,Individual,PAN006056,,18154,Cascade Holdings LLP,PAN018154,3835199.0,4009293.0,3.3,1995,Self-funded,0,0,none,1,-4.539373315439434,4.539373315439434,0,0,0.40887567753935233,0
704150,104150,18425,Meera Menon,Individual,PAN018425,,6645,Rahul Verma,PAN006645,2321554.0,2363050.0,0.0,3666,NBFC Loan,0,0,none,1,-1.7874234241374527,1.7874234241374527,0,0,0.43860080594438355,0
704151,104151,29659,Vikram Sharma,Individual,PAN029659,,24092,Rahul Kulkarni,PAN024092,9147420.0,9523368.0,3.1,1314,Mixed,0,0,none,1,-4.109880162931187,4.109880162931187,0,0,0.39660115783309025,0
704152,104152,30620,Ajay Iyer,Individual,PAN030620,,32712,Neha Sharma,PAN032712,2707649.0,2721003.0,0.7,2069,Self-funded,0,0,none,1,-0.4931953883239666,0.4931953883239666,0,0,0.41052343935459545,0
704153,104153,29129,Neha Verma,Individual,PAN029129,,3458,Sunrise Consultancy Pvt Ltd,PAN003458,20774421.0,20311574.0,52.7,3236,Self-funded,0,1,high_cash,1,2.227965823933192,-2.227965823933192,0,0,0.5987689141163915,0
704154,104154,33717,Rahul Kulkarni,Individual,PAN033717,,12295,Novus Realty LLP,PAN012295,20461610.0,20636450.0,3.5,1424,Bank Loan,0,0,none,1,-0.8544782155460885,0.8544782155460885,0,0,0.37101597034414474,0
704155,104155,18964,Suresh Kulkarni,Individual,PAN018964,,8180,Arjun Nair,PAN008180,7849096.0,7628302.0,1.2,3501,Bank Loan,0,0,none,1,2.8129863617415305,-2.8129863617415305,0,0,0.4031200010552092,0
704156,104156,34016,Pooja Patel,Individual,PAN034016,,4217,Cascade Infra LLP,PAN004217,52997566.0,55590736.0,4.0,903,Bank Loan,0,1,structuring,5,-4.892998293544274,4.892998293544274,0,0,0.5263873396739411,0
704157,104157,24238,Pooja Singh,Individual,PAN024238,,6514,Sunrise Realty LLP,PAN006514,14040710.0,14409366.0,22.7,2789,Mixed,0,1,high_cash,1,-2.625622208563527,2.625622208563527,0,0,0.498688395594138,0
704158,104158,18486,Ajay Rao,Individual,PAN018486,,27717,Summit Enterprises LLP,PAN027717,7399846.0,7033407.0,3.0,3769,Self-funded,0,0,none,1,4.951981433127122,-4.951981433127122,0,0,0.4433226992537898,0
704159,104159,21910,Vertex Enterprises LLP,Pvt Ltd Company,PAN021910,647.0,457,Sneha Menon,PAN000457,44290724.0,41416046.0,6.8,1319,NBFC Loan,0,0,none,1,6.49047416790929,-6.49047416790929,0,0,0.4671982784744418,0
704160,104160,7009,Karan Kulkarni,Individual,PAN007009,,21382,Arjun Sharma,PAN021382,12031976.0,16697837.0,3.0,30,Bank Loan,0,1,rapid_flip,2,-38.77884231152057,38.77884231152057,1,0,0.587834579472321,0
704161,104161,16164,Zenith Holdings LLP,Pvt Ltd Company,PAN016164,97.0,8533,Novus Enterprises LLP,PAN008533,3585897.0,3670767.0,2.9,948,Self-funded,0,0,none,1,-2.3667718286386923,2.3667718286386923,0,1,0.5787344288727571,0
704162,104162,29465,Crestline Holdings Pvt Ltd,LLP,PAN029465,2384.0,6046,Sneha Kulkarni,PAN006046,27069442.0,26079001.0,3.8,1015,Bank Loan,0,0,none,1,3.65888960695976,-3.65888960695976,0,0,0.4039943587145555,0
704163,104163,20517,Karan Reddy,Individual,PAN020517,,692,Crestline Holdings Pvt Ltd,PAN000692,26780480.0,26082734.0,4.5,945,NBFC Loan,0,0,none,1,2.605427535279428,-2.605427535279428,0,0,0.4085101989936574,0
704164,104164,5843,Pooja Iyer,NRI Individual,PAN005843,433.0,4078,Divya Pillai,PAN004078,4222285.0,4057196.0,4.5,3551,NBFC Loan,0,0,none,1,3.909944496877876,-3.909944496877876,0,0,0.4499528861658927,0
704165,104165,7360,Priya Patel,Individual,PAN007360,,21219,Vikram Verma,PAN021219,14619784.0,14982323.0,0.0,43,Bank Loan,0,0,none,1,-2.4797835590457424,2.4797835590457424,1,0,0.5047539559177225,0
704166,104166,14983,Kavya Iyer,Individual,PAN014983,,10892,Priya Rao,PAN010892,3639235.0,3455427.0,2.6,384,Self-funded,0,0,none,1,5.050731815889878,-5.050731815889878,0,0,0.44406278638781954,0
704167,104167,1844,Rahul Rao,Individual,PAN001844,,4700,Meera Verma,PAN004700,8719091.0,8597183.0,14.4,3935,Bank Loan,0,1,high_cash,1,1.3981732728790193,-1.3981732728790193,0,0,0.47563665737075067,0
704168,104168,30816,Summit Ventures LLP,Trust,PAN030816,1243.0,11591,Rohan Verma,PAN011591,7793689.0,7603957.0,1.9,21,Self-funded,0,0,none,1,2.434431243022399,-2.434431243022399,1,0,0.5952165396067182,0
704169,104169,15615,Karan Joshi,Individual,PAN015615,,23362,Horizon Holdings Pvt Ltd,PAN023362,4815686.0,4638179.0,0.0,3158,Self-funded,0,0,none,1,3.6860169039260446,-3.6860169039260446,0,0,0.4346191452364974,0
704170,104170,20142,Pooja Patel,Individual,PAN020142,,24044,Sneha Rao,PAN024044,57248854.0,53621676.0,4.8,1382,Mixed,0,0,none,2,6.335808922917479,-6.335808922917479,0,0,0.4326184434662227,0
704171,104171,20342,Sunrise Enterprises Pvt Ltd,LLP,PAN020342,3841.0,12626,Vikram Kulkarni,PAN012626,37324298.0,28383645.0,2.1,3778,NBFC Loan,0,1,undervaluation,1,23.9539749682633,-23.9539749682633,0,0,0.5169248737110496,0
704172,104172,13598,Divya Iyer,Individual,PAN013598,,1081,Sneha Kulkarni,PAN001081,5261694.0,4858221.0,1.9,1416,Mixed,0,0,none,1,7.668119810844189,-7.668119810844189,0,0,0.4122414088007593,0
704173,104173,28274,Neha Nair,NRI Individual,PAN028274,966.0,24722,Ajay Menon,PAN024722,8526831.0,8903294.0,2.2,1961,Self-funded,0,0,none,1,-4.415040007243019,4.415040007243019,0,0,0.4357268546052342,0
704174,104174,6468,Kavya Pillai,Individual,PAN006468,,14942,Ajay Iyer,PAN014942,10659847.0,10759403.0,3.3,80,NBFC Loan,0,0,none,1,-0.933934605252777,0.933934605252777,1,0,0.510236571149856,0
704175,104175,30024,Crestline Ventures Pvt Ltd,LLP,PAN030024,652.0,1999,Vertex Ventures LLP,PAN001999,13361069.0,13121902.0,1.9,1222,Mixed,0,0,none,1,1.7900289265776563,-1.7900289265776563,0,0,0.4206637502952885,0
704176,104176,16263,Vikram Nair,Individual,PAN016263,,25719,Vertex Enterprises LLP,PAN025719,7452700.0,7350270.0,7.0,3074,NBFC Loan,0,0,none,1,1.374401223717579,-1.374401223717579,0,0,0.42605322750230695,0
704177,104177,29651,Alpine Ventures LLP,LLP,PAN029651,1857.0,17396,Priya Desai,PAN017396,15681608.0,16123224.0,0.6,1991,Bank Loan,0,0,none,1,-2.816139773421195,2.816139773421195,0,0,0.412007414022173,0
704178,104178,13095,Ajay Reddy,Individual,PAN013095,,15029,Neha Verma,PAN015029,7399456.0,7390648.0,1.9,1549,Self-funded,0,0,none,1,0.1190357777652843,-0.1190357777652843,0,0,0.40424449065938445,0
704179,104179,30405,Amit Joshi,NRI Individual,PAN030405,478.0,26319,Ajay Kulkarni,PAN026319,9690056.0,9123510.0,1.7,2539,NBFC Loan,0,0,none,2,5.846674157507449,-5.846674157507449,0,0,0.46816946093625517,0
704180,104180,18896,Orbis Infra Pvt Ltd,Pvt Ltd Company,PAN018896,2801.0,29118,Rahul Singh,PAN029118,16779655.0,15823462.0,1.1,2463,NBFC Loan,0,0,none,1,5.698525982804772,-5.698525982804772,0,0,0.4509826254640977,0
704181,104181,15819,Suresh Joshi,Individual,PAN015819,,10593,Vikram Reddy,PAN010593,8114246.0,8363045.0,1.9,1399,Bank Loan,0,0,none,1,-3.066199866259909,3.066199866259909,0,0,0.3772695588720752,0
704182,104182,34011,Pinnacle Consultancy LLP,LLP,PAN034011,46.0,34013,Zenith Realty Pvt Ltd,PAN034013,27514134.0,18305387.0,42.3,113,Bank Loan,1,1,circular_ring,25,33.46915080082113,-33.46915080082113,1,1,0.6597305798488529,1
704183,104183,33252,Zenith Holdings Pvt Ltd,Pvt Ltd Company,PAN033252,1199.0,28314,Orbis Consultancy LLP,PAN028314,43101736.0,42482166.0,4.6,636,Self-funded,0,0,none,2,1.4374595027912564,-1.4374595027912564,0,0,0.4873388984711491,0
704184,104184,33142,Rohan Pillai,Individual,PAN033142,,33613,Kavya Reddy,PAN033613,5970354.0,5986812.0,4.0,2666,Bank Loan,0,0,none,1,-0.2756620461701266,0.2756620461701266,0,0,0.3750576068653771,0
704185,104185,34004,Alpine Consultancy Pvt Ltd,Pvt Ltd Company,PAN034004,18.0,34005,Alpine Infra LLP,PAN034005,8059008.0,4769674.0,39.1,102,Bank Loan,1,1,circular_ring,19,40.815618994298056,-40.815618994298056,1,1,0.6712660250119383,1
704186,104186,17749,Rahul Menon,Individual,PAN017749,,5467,Summit Ventures Pvt Ltd,PAN005467,52415752.0,69177723.0,4.6,41,Mixed,0,1,rapid_flip,1,-31.97888108139706,31.97888108139706,1,0,0.5583758252275487,0
704187,104187,12412,Neha Kulkarni,Individual,PAN012412,,13496,Suresh Joshi,PAN013496,47856703.0,50625196.0,1.7,2828,Bank Loan,0,0,none,1,-5.784963916131038,5.784963916131038,0,0,0.3970077599051905,0
704188,104188,10142,Priya Pillai,NRI Individual,PAN010142,1968.0,31228,Vikram Rao,PAN031228,11318782.0,11340225.0,7.0,2904,Mixed,0,0,none,2,-0.1894461789263191,0.1894461789263191,0,0,0.46656169113102647,0
704189,104189,11995,Divya Verma,Individual,PAN011995,,1955,Rohan Reddy,PAN001955,4573540.0,4637360.0,4.0,61,Self-funded,0,0,none,3,-1.3954179913152611,1.3954179913152611,1,0,0.5689672319412666,0
704190,104190,28966,Zenith Trading LLP,Pvt Ltd Company,PAN028966,1423.0,3425,Meridian Ventures LLP,PAN003425,13551061.0,12948164.0,2.8,1228,Mixed,0,0,none,1,4.449075980102222,-4.449075980102222,0,0,0.44170684394413245,0
704191,104191,34006,Alpine Ventures Pvt Ltd,Pvt Ltd Company,PAN034006,45.0,34010,Sunrise Enterprises LLP,PAN034010,15312583.0,9220305.0,49.5,113,Self-funded,1,1,circular_ring,27,39.78608964927733,-39.78608964927733,1,1,0.705687854924477,1
704192,104192,28256,Pinnacle Realty LLP,Pvt Ltd Company,PAN028256,1582.0,2297,Crestline Holdings LLP,PAN002297,14239112.0,14481066.0,2.3,1033,Bank Loan,0,0,none,1,-1.699221131205373,1.699221131205373,0,0,0.4215297992259653,0
704193,104193,26052,Rahul Gupta,Individual,PAN026052,,27330,Novus Trading LLP,PAN027330,10865262.0,11214102.0,1.3,2978,Self-funded,0,0,none,1,-3.2105990633267742,3.2105990633267742,0,0,0.4223062201084198,0
704194,104194,26585,Ajay Patel,Individual,PAN026585,,9639,Amit Iyer,PAN009639,20057655.0,19435571.0,0.7,1201,Self-funded,0,0,none,2,3.1014792108050515,-3.1014792108050515,0,0,0.44743680869246216,0
704195,104195,15237,Novus Realty LLP,Pvt Ltd Company,PAN015237,2660.0,10170,Alpine Holdings LLP,PAN010170,17729785.0,17810894.0,4.4,1645,Bank Loan,0,0,none,1,-0.4574731165662754,0.4574731165662754,0,0,0.41636868718043996,0
704196,104196,9432,Vikram Pillai,Individual,PAN009432,,10897,Cascade Infra Pvt Ltd,PAN010897,10280438.0,10324646.0,0.1,2040,Mixed,0,0,none,1,-0.4300205886169441,0.4300205886169441,0,0,0.4034451259105294,0
704197,104197,12976,Kavya Iyer,Individual,PAN012976,,14350,Sneha Nair,PAN014350,18501535.0,17978093.0,6.8,525,Mixed,0,0,none,1,2.829181470618519,-2.829181470618519,0,0,0.4219471592854873,0
