entity_id,entity_name,entity_type,pan_hash,is_ring_member,is_structuring_member,ring_id,incorporation_age_days
2479,Amit Reddy,Individual,PAN002479,0,0,,
2480,Divya Singh,Individual,PAN002480,0,0,,
2481,Zenith Trading Pvt Ltd,Trust,PAN002481,0,0,,3992.0
2482,Suresh Reddy,Individual,PAN002482,0,0,,
2483,Alpine Enterprises Pvt Ltd,Pvt Ltd Company,PAN002483,0,0,,3259.0
2484,Rahul Singh,Individual,PAN002484,0,0,,
2485,Meridian Consultancy Pvt Ltd,LLP,PAN002485,0,0,,319.0
2486,Priya Desai,Individual,PAN002486,0,0,,
2487,Ajay Iyer,Individual,PAN002487,0,0,,
2488,Rahul Pillai,Individual,PAN002488,0,0,,
2489,Horizon Holdings LLP,LLP,PAN002489,0,0,,1547.0
2490,Amit Reddy,Individual,PAN002490,0,0,,
2491,Vertex Enterprises Pvt Ltd,Partnership Firm,PAN002491,0,0,,467.0
2492,Arjun Verma,Individual,PAN002492,0,0,,
2493,Rohan Kulkarni,Individual,PAN002493,0,0,,
2494,Rahul Gupta,Individual,PAN002494,0,0,,
2495,Pooja Reddy,Individual,PAN002495,0,0,,
2496,Priya Joshi,Individual,PAN002496,0,0,,
2497,Amit Verma,Individual,PAN002497,0,0,,
2498,Amit Gupta,Individual,PAN002498,0,0,,
2499,Karan Verma,Individual,PAN002499,0,0,,
2500,Vikram Singh,Individual,PAN002500,0,0,,
2501,Pooja Singh,Individual,PAN002501,0,0,,
2502,Vertex Holdings LLP,Partnership Firm,PAN002502,0,0,,3272.0
2503,Ajay Gupta,Individual,PAN002503,0,0,,
2504,Vikram Desai,Individual,PAN002504,0,0,,
2505,Rohan Nair,NRI Individual,PAN002505,0,0,,3261.0
2506,Ajay Gupta,Individual,PAN002506,0,0,,
2507,Priya Desai,NRI Individual,PAN002507,0,0,,3246.0
2508,Meera Desai,Individual,PAN002508,0,0,,
2509,Sneha Gupta,NRI Individual,PAN002509,0,0,,3803.0
2510,Anjali Verma,Individual,PAN002510,0,0,,
2511,Vertex Infra Pvt Ltd,LLP,PAN002511,0,0,,1354.0
2512,Divya Gupta,Individual,PAN002512,0,0,,
2513,Divya Verma,Individual,PAN002513,0,0,,
2514,Pooja Pillai,NRI Individual,PAN002514,0,0,,165.0
2515,Rahul Singh,Individual,PAN002515,0,0,,
2516,Amit Singh,Individual,PAN002516,0,0,,
2517,Sneha Iyer,Individual,PAN002517,0,0,,
2518,Neha Patel,Individual,PAN002518,0,0,,
2519,Amit Menon,Individual,PAN002519,0,0,,
2520,Neha Rao,Individual,PAN002520,0,0,,
2521,Meera Joshi,Individual,PAN002521,0,0,,
2522,Priya Nair,Individual,PAN002522,0,0,,
2523,Sunrise Ventures LLP,Partnership Firm,PAN002523,0,0,,2452.0
2524,Anjali Patel,Individual,PAN002524,0,0,,
2525,Pooja Verma,Individual,PAN002525,0,0,,
2526,Meera Verma,Individual,PAN002526,0,0,,
2527,Priya Gupta,Individual,PAN002527,0,0,,
2528,Sneha Menon,Individual,PAN002528,0,0,,
2529,Crestline Realty LLP,Trust,PAN002529,0,0,,198.0
2530,Horizon Consultancy LLP,LLP,PAN002530,0,0,,3630.0
2531,Amit Desai,Individual,PAN002531,0,0,,
2532,Karan Joshi,Individual,PAN002532,0,0,,
2533,Summit Realty Pvt Ltd,Pvt Ltd Company,PAN002533,0,0,,1901.0
2534,Vikram Menon,Individual,PAN002534,0,0,,
2535,Divya Menon,Individual,PAN002535,0,0,,
2536,Amit Iyer,Individual,PAN002536,0,0,,
2537,Meera Kulkarni,Individual,PAN002537,0,0,,
2538,Rahul Patel,Individual,PAN002538,0,0,,
2539,Summit Trading Pvt Ltd,Trust,PAN002539,0,0,,922.0
2540,Rohan Joshi,Individual,PAN002540,0,0,,
2541,Vertex Holdings LLP,Partnership Firm,PAN002541,0,0,,248.0
2542,Orbis Ventures Pvt Ltd,Pvt Ltd Company,PAN002542,0,0,,1698.0
2543,Vikram Desai,Individual,PAN002543,0,0,,
2544,Rohan Verma,Individual,PAN002544,0,0,,
2545,Sneha Nair,Individual,PAN002545,0,0,,
2546,Orbis Infra LLP,Pvt Ltd Company,PAN002546,0,0,,2031.0
2547,Orbis Realty Pvt Ltd,Partnership Firm,PAN002547,0,0,,1657.0
2548,Vikram Joshi,Individual,PAN002548,0,0,,
2549,Neha Kulkarni,Individual,PAN002549,0,0,,
2550,Orbis Ventures Pvt Ltd,Pvt Ltd Company,PAN002550,0,0,,3929.0
2551,Neha Nair,NRI Individual,PAN002551,0,0,,3401.0
2552,Vertex Ventures Pvt Ltd,Pvt Ltd Company,PAN002552,0,0,,151.0
2553,Horizon Holdings LLP,Partnership Firm,PAN002553,0,0,,3600.0
2554,Meera Nair,Individual,PAN002554,0,0,,
2555,Orbis Consultancy Pvt Ltd,Pvt Ltd Company,PAN002555,0,0,,2915.0
2556,Arjun Reddy,Individual,PAN002556,0,0,,
2557,Priya Nair,Individual,PAN002557,0,0,,
2558,Rohan Joshi,Individual,PAN002558,0,0,,
2559,Novus Consultancy Pvt Ltd,Pvt Ltd Company,PAN002559,0,0,,3303.0
2560,Pooja Patel,Individual,PAN002560,0,0,,
2561,Suresh Verma,NRI Individual,PAN002561,0,0,,2772.0
2562,Ajay Sharma,Individual,PAN002562,0,0,,
2563,Orbis Ventures Pvt Ltd,Partnership Firm,PAN002563,0,0,,1929.0
2564,Summit Consultancy LLP,LLP,PAN002564,0,0,,3518.0
2565,Crestline Infra Pvt Ltd,Pvt Ltd Company,PAN002565,0,0,,3583.0
2566,Priya Patel,NRI Individual,PAN002566,0,0,,2956.0
2567,Amit Pillai,Individual,PAN002567,0,0,,
2568,Cascade Infra Pvt Ltd,Trust,PAN002568,0,0,,2444.0
2569,Zenith Enterprises LLP,Partnership Firm,PAN002569,0,0,,2037.0
2570,Novus Ventures Pvt Ltd,Partnership Firm,PAN002570,0,0,,3392.0
2571,Neha Menon,Individual,PAN002571,0,0,,
2572,Zenith Ventures Pvt Ltd,Trust,PAN002572,0,0,,209.0
2573,Karan Joshi,Individual,PAN002573,0,0,,
2574,Cascade Infra LLP,Partnership Firm,PAN002574,0,0,,1441.0
2575,Priya Gupta,Individual,PAN002575,0,0,,
2576,Vikram Rao,Individual,PAN002576,0,0,,
2577,Priya Pillai,Individual,PAN002577,0,0,,
2578,Sneha Gupta,Individual,PAN002578,0,0,,
2579,Vikram Sharma,Individual,PAN002579,0,0,,
2580,Ajay Pillai,Individual,PAN002580,0,0,,
2581,Zenith Infra LLP,Pvt Ltd Company,PAN002581,0,0,,3900.0
2582,Crestline Enterprises Pvt Ltd,Pvt Ltd Company,PAN002582,0,0,,168.0
2583,Summit Consultancy Pvt Ltd,Trust,PAN002583,0,0,,95.0
2584,Novus Infra Pvt Ltd,Pvt Ltd Company,PAN002584,0,0,,767.0
2585,Alpine Realty Pvt Ltd,Pvt Ltd Company,PAN002585,0,0,,3423.0
2586,Sunrise Holdings Pvt Ltd,Trust,PAN002586,0,0,,2505.0
2587,Summit Infra LLP,LLP,PAN002587,0,0,,2353.0
2588,Suresh Verma,Individual,PAN002588,0,0,,
2589,Pooja Sharma,Individual,PAN002589,0,0,,
2590,Suresh Nair,Individual,PAN002590,0,0,,
2591,Summit Ventures Pvt Ltd,LLP,PAN002591,0,0,,2241.0
2592,Suresh Iyer,Individual,PAN002592,0,0,,
2593,Priya Iyer,Individual,PAN002593,0,0,,
2594,Vikram Rao,Individual,PAN002594,0,0,,
2595,Orbis Enterprises Pvt Ltd,Pvt Ltd Company,PAN002595,0,0,,435.0
2596,Rahul Sharma,Individual,PAN002596,0,0,,
2597,Karan Rao,Individual,PAN002597,0,0,,
2598,Vikram Desai,Individual,PAN002598,0,0,,
2599,Kavya Patel,NRI Individual,PAN002599,0,0,,3696.0
2600,Zenith Trading LLP,Pvt Ltd Company,PAN002600,0,0,,3129.0
2601,Arjun Joshi,Individual,PAN002601,0,0,,
2602,Novus Consultancy Pvt Ltd,Partnership Firm,PAN002602,0,0,,596.0
2603,Anjali Reddy,Individual,PAN002603,0,0,,
2604,Orbis Ventures Pvt Ltd,Pvt Ltd Company,PAN002604,0,0,,884.0
2605,Crestline Ventures Pvt Ltd,Pvt Ltd Company,PAN002605,0,0,,2020.0
2606,Kavya Pillai,NRI Individual,PAN002606,0,0,,2466.0
2607,Cascade Realty LLP,LLP,PAN002607,0,0,,950.0
2608,Alpine Holdings LLP,Pvt Ltd Company,PAN002608,0,0,,3468.0
2609,Ajay Reddy,Individual,PAN002609,0,0,,
2610,Karan Desai,Individual,PAN002610,0,0,,
2611,Neha Kulkarni,Individual,PAN002611,0,0,,
2612,Divya Sharma,Individual,PAN002612,0,0,,
2613,Alpine Trading LLP,LLP,PAN002613,0,0,,413.0
2614,Divya Joshi,NRI Individual,PAN002614,0,0,,3444.0
2615,Divya Verma,Individual,PAN002615,0,0,,
2616,Meera Rao,Individual,PAN002616,0,0,,
2617,Amit Singh,NRI Individual,PAN002617,0,0,,1669.0
2618,Rahul Reddy,Individual,PAN002618,0,0,,
2619,Crestline Realty Pvt Ltd,Partnership Firm,PAN002619,0,0,,1090.0
2620,Meera Kulkarni,Individual,PAN002620,0,0,,
2621,Summit Enterprises Pvt Ltd,LLP,PAN002621,0,0,,2795.0
2622,Rohan Gupta,Individual,PAN002622,0,0,,
2623,Karan Desai,Individual,PAN002623,0,0,,
2624,Alpine Consultancy LLP,Pvt Ltd Company,PAN002624,0,0,,3311.0
2625,Ajay Patel,Individual,PAN002625,0,0,,
2626,Rahul Singh,NRI Individual,PAN002626,0,0,,873.0
2627,Crestline Trading LLP,Pvt Ltd Company,PAN002627,0,0,,3643.0
2628,Zenith Realty Pvt Ltd,Partnership Firm,PAN002628,0,0,,3906.0
2629,Karan Verma,Individual,PAN002629,0,0,,
2630,Orbis Realty Pvt Ltd,Partnership Firm,PAN002630,0,0,,566.0
2631,Karan Gupta,Individual,PAN002631,0,0,,
2632,Neha Joshi,Individual,PAN002632,0,0,,
2633,Orbis Consultancy Pvt Ltd,Partnership Firm,PAN002633,0,0,,36.0
2634,Amit Kulkarni,NRI Individual,PAN002634,0,0,,2077.0
2635,Rohan Desai,Individual,PAN002635,0,0,,
2636,Amit Patel,Individual,PAN002636,0,0,,
2637,Sneha Rao,Individual,PAN002637,0,0,,
2638,Arjun Gupta,Individual,PAN002638,0,0,,
2639,Kavya Rao,Individual,PAN002639,0,0,,
2640,Rahul Singh,Individual,PAN002640,0,0,,
2641,Neha Sharma,Individual,PAN002641,0,0,,
2642,Priya Sharma,Individual,PAN002642,0,0,,
2643,Anjali Rao,Individual,PAN002643,0,0,,
2644,Kavya Gupta,Individual,PAN002644,0,0,,
2645,Rahul Reddy,Individual,PAN002645,0,0,,
2646,Sunrise Enterprises LLP,LLP,PAN002646,0,0,,3397.0
2647,Cascade Consultancy Pvt Ltd,LLP,PAN002647,0,0,,1918.0
2648,Meera Desai,Individual,PAN002648,0,0,,
2649,Priya Kulkarni,Individual,PAN002649,0,0,,
2650,Meridian Consultancy Pvt Ltd,Trust,PAN002650,0,0,,3282.0
2651,Meera Gupta,Individual,PAN002651,0,0,,
2652,Zenith Enterprises Pvt Ltd,Trust,PAN002652,0,0,,1821.0
2653,Sunrise Infra LLP,LLP,PAN002653,0,0,,2545.0
2654,Zenith Infra LLP,Pvt Ltd Company,PAN002654,0,0,,350.0
2655,Vikram Kulkarni,Individual,PAN002655,0,0,,
2656,Divya Menon,Individual,PAN002656,0,0,,
2657,Meera Sharma,Individual,PAN002657,0,0,,
2658,Horizon Enterprises Pvt Ltd,LLP,PAN002658,0,0,,76.0
2659,Rohan Reddy,Individual,PAN002659,0,0,,
2660,Horizon Holdings LLP,Trust,PAN002660,0,0,,674.0
2661,Priya Desai,Individual,PAN002661,0,0,,
2662,Pinnacle Consultancy Pvt Ltd,Pvt Ltd Company,PAN002662,0,0,,3478.0
2663,Meera Gupta,Individual,PAN002663,0,0,,
2664,Vikram Desai,Individual,PAN002664,0,0,,
2665,Sneha Nair,Individual,PAN002665,0,0,,
2666,Ajay Gupta,Individual,PAN002666,0,0,,
2667,Neha Reddy,Individual,PAN002667,0,0,,
2668,Crestline Trading Pvt Ltd,Partnership Firm,PAN002668,0,0,,1829.0
2669,Pooja Desai,NRI Individual,PAN002669,0,0,,2458.0
2670,Vikram Pillai,Individual,PAN002670,0,0,,
2671,Kavya Menon,Individual,PAN002671,0,0,,
2672,Neha Joshi,Individual,PAN002672,0,0,,
2673,Cascade Ventures Pvt Ltd,Pvt Ltd Company,PAN002673,0,0,,928.0
2674,Vikram Sharma,Individual,PAN002674,0,0,,
2675,Pooja Singh,NRI Individual,PAN002675,0,0,,3715.0
2676,Amit Reddy,Individual,PAN002676,0,0,,
2677,Karan Verma,Individual,PAN002677,0,0,,
2678,Ajay Singh,Individual,PAN002678,0,0,,
2679,Zenith Holdings LLP,Partnership Firm,PAN002679,0,0,,360.0
2680,Vikram Verma,Individual,PAN002680,0,0,,
2681,Rohan Patel,Individual,PAN002681,0,0,,
2682,Sneha Joshi,Individual,PAN002682,0,0,,
2683,Ajay Menon,NRI Individual,PAN002683,0,0,,2872.0
2684,Vikram Nair,Individual,PAN002684,0,0,,
2685,Meera Gupta,NRI Individual,PAN002685,0,0,,3778.0
2686,Rahul Gupta,Individual,PAN002686,0,0,,
2687,Cascade Infra Pvt Ltd,LLP,PAN002687,0,0,,2882.0
2688,Novus Enterprises Pvt Ltd,Pvt Ltd Company,PAN002688,0,0,,3107.0
2689,Anjali Reddy,Individual,PAN002689,0,0,,
2690,Neha Desai,Individual,PAN002690,0,0,,
2691,Novus Infra Pvt Ltd,LLP,PAN002691,0,0,,1179.0
2692,Neha Verma,Individual,PAN002692,0,0,,
2693,Horizon Consultancy Pvt Ltd,Partnership Firm,PAN002693,0,0,,3657.0
2694,Meera Patel,Individual,PAN002694,0,0,,
2695,Arjun Iyer,Individual,PAN002695,0,0,,
2696,Rahul Singh,Individual,PAN002696,0,0,,
2697,Ajay Reddy,Individual,PAN002697,0,0,,
2698,Meera Desai,Individual,PAN002698,0,0,,
2699,Rahul Gupta,NRI Individual,PAN002699,0,0,,1162.0
2700,Karan Rao,Individual,PAN002700,0,0,,
2701,Kavya Nair,NRI Individual,PAN002701,0,0,,2420.0
2702,Meera Reddy,Individual,PAN002702,0,0,,
2703,Novus Trading LLP,Pvt Ltd Company,PAN002703,0,0,,1917.0
2704,Rahul Pillai,Individual,PAN002704,0,0,,
2705,Suresh Singh,Individual,PAN002705,0,0,,
2706,Arjun Verma,Individual,PAN002706,0,0,,
2707,Divya Pillai,Individual,PAN002707,0,0,,
2708,Neha Reddy,Individual,PAN002708,0,0,,
2709,Orbis Infra Pvt Ltd,Partnership Firm,PAN002709,0,0,,2749.0
2710,Karan Pillai,Individual,PAN002710,0,0,,
2711,Ajay Verma,Individual,PAN002711,0,0,,
2712,Vertex Enterprises LLP,Pvt Ltd Company,PAN002712,0,0,,1150.0
2713,Kavya Iyer,Individual,PAN002713,0,0,,
2714,Rohan Menon,Individual,PAN002714,0,0,,
2715,Zenith Consultancy LLP,Pvt Ltd Company,PAN002715,0,0,,1225.0
2716,Zenith Holdings Pvt Ltd,Pvt Ltd Company,PAN002716,0,0,,568.0
2717,Arjun Reddy,NRI Individual,PAN002717,0,0,,1295.0
2718,Suresh Desai,Individual,PAN002718,0,0,,
2719,Karan Kulkarni,Individual,PAN002719,0,0,,
2720,Anjali Singh,Individual,PAN002720,0,0,,
2721,Horizon Ventures LLP,Partnership Firm,PAN002721,0,0,,3409.0
2722,Rohan Iyer,Individual,PAN002722,0,0,,
2723,Ajay Reddy,NRI Individual,PAN002723,0,0,,2596.0
2724,Zenith Holdings LLP,Trust,PAN002724,0,0,,3711.0
2725,Karan Iyer,Individual,PAN002725,0,0,,
2726,Ajay Desai,Individual,PAN002726,0,0,,
2727,Neha Menon,Individual,PAN002727,0,0,,
2728,Meera Patel,Individual,PAN002728,0,0,,
2729,Vikram Sharma,Individual,PAN002729,0,0,,
2730,Zenith Consultancy Pvt Ltd,LLP,PAN002730,0,0,,2182.0
2731,Orbis Realty LLP,Partnership Firm,PAN002731,0,0,,1375.0
2732,Kavya Joshi,NRI Individual,PAN002732,0,0,,1035.0
2733,Orbis Holdings LLP,Trust,PAN002733,0,0,,3390.0
2734,Horizon Enterprises LLP,Partnership Firm,PAN002734,0,0,,2988.0
2735,Rohan Kulkarni,Individual,PAN002735,0,0,,
2736,Sneha Iyer,Individual,PAN002736,0,0,,
2737,Summit Enterprises Pvt Ltd,Partnership Firm,PAN002737,0,0,,2900.0
2738,Cascade Ventures LLP,Pvt Ltd Company,PAN002738,0,0,,151.0
2739,Priya Rao,Individual,PAN002739,0,0,,
2740,Suresh Joshi,Individual,PAN002740,0,0,,
2741,Arjun Menon,Individual,PAN002741,0,0,,
2742,Suresh Gupta,Individual,PAN002742,0,0,,
2743,Pooja Reddy,Individual,PAN002743,0,0,,
2744,Orbis Trading LLP,LLP,PAN002744,0,0,,1814.0
2745,Priya Verma,Individual,PAN002745,0,0,,
2746,Divya Reddy,Individual,PAN002746,0,0,,
2747,Priya Patel,Individual,PAN002747,0,0,,
2748,Rahul Sharma,Individual,PAN002748,0,0,,
2749,Rohan Nair,Individual,PAN002749,0,0,,
2750,Ajay Pillai,Individual,PAN002750,0,0,,
2751,Alpine Enterprises Pvt Ltd,LLP,PAN002751,0,0,,365.0
2752,Amit Reddy,Individual,PAN002752,0,0,,
2753,Karan Rao,Individual,PAN002753,0,0,,
2754,Rohan Kulkarni,NRI Individual,PAN002754,0,0,,2964.0
2755,Alpine Trading LLP,Trust,PAN002755,0,0,,3671.0
2756,Meera Reddy,Individual,PAN002756,0,0,,
2757,Orbis Trading Pvt Ltd,Partnership Firm,PAN002757,0,0,,2731.0
2758,Vertex Realty Pvt Ltd,Pvt Ltd Company,PAN002758,0,0,,2216.0
2759,Cascade Enterprises Pvt Ltd,Pvt Ltd Company,PAN002759,0,0,,3684.0
2760,Divya Nair,Individual,PAN002760,0,0,,
2761,Alpine Consultancy Pvt Ltd,Trust,PAN002761,0,0,,2260.0
2762,Divya Reddy,Individual,PAN002762,0,0,,
2763,Divya Pillai,Individual,PAN002763,0,0,,
2764,Novus Holdings LLP,Trust,PAN002764,0,0,,3523.0
2765,Kavya Menon,Individual,PAN002765,0,0,,
2766,Karan Desai,Individual,PAN002766,0,0,,
2767,Anjali Gupta,Individual,PAN002767,0,0,,
2768,Vikram Sharma,Individual,PAN002768,0,0,,
2769,Rohan Pillai,NRI Individual,PAN002769,0,0,,1138.0
2770,Horizon Ventures LLP,LLP,PAN002770,0,0,,1535.0
2771,Divya Patel,Individual,PAN002771,0,0,,
2772,Horizon Enterprises LLP,Pvt Ltd Company,PAN002772,0,0,,3929.0
2773,Sneha Iyer,Individual,PAN002773,0,0,,
2774,Amit Desai,Individual,PAN002774,0,0,,
2775,Meridian Ventures LLP,LLP,PAN002775,0,0,,1964.0
2776,Ajay Sharma,NRI Individual,PAN002776,0,0,,1668.0
2777,Crestline Consultancy Pvt Ltd,Pvt Ltd Company,PAN002777,0,0,,3176.0
2778,Rohan Iyer,Individual,PAN002778,0,0,,
2779,Crestline Holdings Pvt Ltd,LLP,PAN002779,0,0,,1567.0
2780,Vikram Gupta,Individual,PAN002780,0,0,,
2781,Rahul Gupta,Individual,PAN002781,0,0,,
2782,Meridian Infra Pvt Ltd,Pvt Ltd Company,PAN002782,0,0,,1786.0
2783,Amit Desai,Individual,PAN002783,0,0,,
2784,Suresh Sharma,Individual,PAN002784,0,0,,
2785,Karan Iyer,Individual,PAN002785,0,0,,
2786,Priya Nair,Individual,PAN002786,0,0,,
2787,Divya Menon,Individual,PAN002787,0,0,,
2788,Priya Sharma,Individual,PAN002788,0,0,,
2789,Neha Nair,Individual,PAN002789,0,0,,
2790,Alpine Enterprises LLP,Partnership Firm,PAN002790,0,0,,1208.0
2791,Zenith Infra Pvt Ltd,Pvt Ltd Company,PAN002791,0,0,,2137.0
2792,Zenith Realty LLP,Partnership Firm,PAN002792,0,0,,3940.0
2793,Pinnacle Enterprises LLP,Pvt Ltd Company,PAN002793,0,0,,1868.0
2794,Amit Nair,NRI Individual,PAN002794,0,0,,2378.0
2795,Novus Ventures Pvt Ltd,Pvt Ltd Company,PAN002795,0,0,,1050.0
2796,Zenith Infra LLP,Pvt Ltd Company,PAN002796,0,0,,1863.0
2797,Meera Desai,Individual,PAN002797,0,0,,
2798,Karan Pillai,Individual,PAN002798,0,0,,
2799,Sneha Rao,Individual,PAN002799,0,0,,
2800,Rohan Kulkarni,Individual,PAN002800,0,0,,
2801,Kavya Rao,Individual,PAN002801,0,0,,
2802,Neha Pillai,Individual,PAN002802,0,0,,
2803,Meera Kulkarni,Individual,PAN002803,0,0,,
2804,Horizon Ventures LLP,Pvt Ltd Company,PAN002804,0,0,,3481.0
2805,Pooja Nair,Individual,PAN002805,0,0,,
2806,Karan Kulkarni,Individual,PAN002806,0,0,,
2807,Neha Patel,Individual,PAN002807,0,0,,
2808,Ajay Pillai,NRI Individual,PAN002808,0,0,,2899.0
2809,Horizon Ventures LLP,Partnership Firm,PAN002809,0,0,,1304.0
2810,Rohan Gupta,Individual,PAN002810,0,0,,
2811,Kavya Gupta,Individual,PAN002811,0,0,,
2812,Rahul Joshi,Individual,PAN002812,0,0,,
2813,Anjali Iyer,Individual,PAN002813,0,0,,
2814,Horizon Trading Pvt Ltd,Partnership Firm,PAN002814,0,0,,185.0
2815,Alpine Realty LLP,Trust,PAN002815,0,0,,2545.0
2816,Divya Kulkarni,Individual,PAN002816,0,0,,
2817,Rahul Joshi,Individual,PAN002817,0,0,,
2818,Zenith Ventures LLP,Pvt Ltd Company,PAN002818,0,0,,3077.0
2819,Horizon Infra Pvt Ltd,Pvt Ltd Company,PAN002819,0,0,,3728.0
2820,Rohan Verma,Individual,PAN002820,0,0,,
2821,Neha Menon,Individual,PAN002821,0,0,,
2822,Vertex Realty LLP,Trust,PAN002822,0,0,,2437.0
2823,Cascade Holdings LLP,Pvt Ltd Company,PAN002823,0,0,,2617.0
2824,Rohan Pillai,Individual,PAN002824,0,0,,
2825,Meridian Trading LLP,Pvt Ltd Company,PAN002825,0,0,,33.0
2826,Alpine Ventures LLP,LLP,PAN002826,0,0,,3311.0
2827,Vertex Enterprises Pvt Ltd,Trust,PAN002827,0,0,,2361.0
2828,Sunrise Ventures LLP,Trust,PAN002828,0,0,,3132.0
2829,Arjun Patel,Individual,PAN002829,0,0,,
2830,Alpine Trading LLP,Pvt Ltd Company,PAN002830,0,0,,2541.0
2831,Rohan Desai,Individual,PAN002831,0,0,,
2832,Amit Sharma,Individual,PAN002832,0,0,,
2833,Rahul Desai,Individual,PAN002833,0,0,,
2834,Divya Joshi,Individual,PAN002834,0,0,,
2835,Horizon Ventures LLP,Pvt Ltd Company,PAN002835,0,0,,406.0
2836,Rohan Gupta,Individual,PAN002836,0,0,,
2837,Pooja Desai,Individual,PAN002837,0,0,,
2838,Divya Iyer,Individual,PAN002838,0,0,,
2839,Suresh Singh,Individual,PAN002839,0,0,,
2840,Orbis Trading Pvt Ltd,Pvt Ltd Company,PAN002840,0,0,,196.0
2841,Cascade Infra Pvt Ltd,Pvt Ltd Company,PAN002841,0,0,,3680.0
2842,Sneha Singh,Individual,PAN002842,0,0,,
2843,Pinnacle Infra LLP,Pvt Ltd Company,PAN002843,0,0,,463.0
2844,Neha Gupta,Individual,PAN002844,0,0,,
2845,Karan Sharma,Individual,PAN002845,0,0,,
2846,Kavya Gupta,Individual,PAN002846,0,0,,
2847,Pinnacle Ventures LLP,LLP,PAN002847,0,0,,2128.0
2848,Kavya Nair,Individual,PAN002848,0,0,,
2849,Suresh Sharma,Individual,PAN002849,0,0,,
2850,Meera Pillai,Individual,PAN002850,0,0,,
2851,Neha Menon,Individual,PAN002851,0,0,,
2852,Kavya Kulkarni,Individual,PAN002852,0,0,,
2853,Alpine Consultancy Pvt Ltd,Partnership Firm,PAN002853,0,0,,2680.0
2854,Neha Joshi,Individual,PAN002854,0,0,,
2855,Kavya Desai,Individual,PAN002855,0,0,,
2856,Anjali Menon,NRI Individual,PAN002856,0,0,,79.0
2857,Rohan Gupta,Individual,PAN002857,0,0,,
2858,Meera Joshi,NRI Individual,PAN002858,0,0,,2659.0
2859,Neha Desai,Individual,PAN002859,0,0,,
2860,Vikram Rao,Individual,PAN002860,0,0,,
2861,Pinnacle Realty LLP,Partnership Firm,PAN002861,0,0,,3075.0
2862,Meridian Trading Pvt Ltd,LLP,PAN002862,0,0,,111.0
2863,Pooja Sharma,Individual,PAN002863,0,0,,
2864,Suresh Sharma,Individual,PAN002864,0,0,,
2865,Pooja Rao,Individual,PAN002865,0,0,,
2866,Kavya Kulkarni,Individual,PAN002866,0,0,,
2867,Novus Ventures LLP,LLP,PAN002867,0,0,,2853.0
2868,Sneha Patel,Individual,PAN002868,0,0,,
2869,Amit Gupta,Individual,PAN002869,0,0,,
2870,Horizon Infra Pvt Ltd,Pvt Ltd Company,PAN002870,0,0,,610.0
2871,Meera Patel,Individual,PAN002871,0,0,,
2872,Zenith Infra Pvt Ltd,Pvt Ltd Company,PAN002872,0,0,,3374.0
2873,Pooja Verma,Individual,PAN002873,0,0,,
2874,Karan Desai,Individual,PAN002874,0,0,,
2875,Sunrise Ventures Pvt Ltd,LLP,PAN002875,0,0,,2084.0
2876,Rohan Reddy,Individual,PAN002876,0,0,,
2877,Amit Menon,Individual,PAN002877,0,0,,
2878,Meridian Enterprises Pvt Ltd,Pvt Ltd Company,PAN002878,0,0,,1937.0
2879,Rohan Patel,Individual,PAN002879,0,0,,
2880,Cascade Realty Pvt Ltd,LLP,PAN002880,0,0,,3054.0
2881,Arjun Patel,Individual,PAN002881,0,0,,
2882,Meera Kulkarni,Individual,PAN002882,0,0,,
2883,Rohan Kulkarni,Individual,PAN002883,0,0,,
2884,Horizon Enterprises LLP,Partnership Firm,PAN002884,0,0,,2649.0
2885,Anjali Kulkarni,Individual,PAN002885,0,0,,
2886,Meera Pillai,Individual,PAN002886,0,0,,
2887,Arjun Iyer,Individual,PAN002887,0,0,,
2888,Anjali Nair,NRI Individual,PAN002888,0,0,,1550.0
2889,Arjun Sharma,Individual,PAN002889,0,0,,
2890,Pinnacle Enterprises Pvt Ltd,LLP,PAN002890,0,0,,3905.0
2891,Divya Kulkarni,Individual,PAN002891,0,0,,
2892,Kavya Desai,Individual,PAN002892,0,0,,
2893,Horizon Infra Pvt Ltd,Pvt Ltd Company,PAN002893,0,0,,1348.0
2894,Novus Realty Pvt Ltd,Pvt Ltd Company,PAN002894,0,0,,1952.0
2895,Zenith Consultancy Pvt Ltd,Partnership Firm,PAN002895,0,0,,1529.0
2896,Vertex Consultancy LLP,Partnership Firm,PAN002896,0,0,,3733.0
2897,Divya Desai,NRI Individual,PAN002897,0,0,,2056.0
2898,Meera Menon,Individual,PAN002898,0,0,,
2899,Karan Gupta,Individual,PAN002899,0,0,,
2900,Rahul Singh,Individual,PAN002900,0,0,,
2901,Sunrise Enterprises LLP,Trust,PAN002901,0,0,,2794.0
2902,Ajay Joshi,Individual,PAN002902,0,0,,
2903,Kavya Kulkarni,Individual,PAN002903,0,0,,
2904,Meera Verma,NRI Individual,PAN002904,0,0,,327.0
2905,Amit Menon,Individual,PAN002905,0,0,,
2906,Cascade Enterprises LLP,Trust,PAN002906,0,0,,2674.0
2907,Divya Verma,Individual,PAN002907,0,0,,
2908,Rahul Iyer,Individual,PAN002908,0,0,,
2909,Sunrise Consultancy LLP,Pvt Ltd Company,PAN002909,0,0,,2763.0
2910,Neha Rao,Individual,PAN002910,0,0,,
2911,Kavya Gupta,Individual,PAN002911,0,0,,
2912,Anjali Verma,Individual,PAN002912,0,0,,
