property_id,city,locality,pincode,city_tier,tier,property_type,metro_distance_km,bhk,carpet_area_sqft,age_years,builder,builder_score,builder_tier,rera_registered,rera_number,num_amenities,amenities,circle_rate_per_sqft,price_per_sqft,total_price,asking_price_per_sqft,asking_total_price,stamp_duty_pct,stamp_duty_amt,registration_charge_amt,monthly_rent_est,monthly_rent_asking,rental_yield_pct,vastu_compliant,gated_community,rentable,sale_listing_id,sale_ask_value,sale_fair_value,sale_price_deviation_pct,broker_phone,broker_listing_count,description_reuse_count,days_on_market,num_images,sale_is_fraud,sale_fraud_type,rent_listing_id,rent_ask_value,rent_fair_value,rent_price_deviation_pct,rent_broker_phone,rent_broker_listing_count,rent_description_reuse_count,rent_days_on_market,rent_num_images,rent_is_fraud,rent_fraud_type,avg_rental_yield_pct,avg_yoy_appreciation_pct,stability_score,yield_norm,appreciation_norm,stability_norm,buyer_name,buyer_type,buyer_pan_hash,seller_name,declared_value,cash_component_pct,holding_period_days,undervaluation_pct,is_rapid_flip,is_shell_pattern,buyer_txn_count,financing_type,aml_flag,pattern_types,is_ring_txn,sale_fraud_probability,rent_fraud_probability,fraud_probability,fraud_type,aml_risk_probability,price_fairness_score,trust_score,compliance_score,investment_score,prism_score_raw,prism_score,prism_band,rent_price_fairness_score,rent_trust_score,rent_prism_score,rent_prism_band
103404,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.74,2,799.1,7,Lodha Group,0.95,Tier1,1,PREG40939,6,"Children's Play Area, CCTV, Swimming Pool, Clubhouse, Gymnasium, Visitor Parking",4446.0,6563.0,5244268.0,7087.0,5663163.0,0.06,314656.0,30000.0,23957.0,23572.0,5.48,0,1,1,505135,5704986.0,5244268.0,8.79,+91-9693347505,35,1,173,11,0,none,505136.0,23929.0,23957.0,-0.12,+91-9907492419,29.0,1.0,49.0,11.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Crestline Realty Pvt Ltd,Pvt Ltd Company,PAN034015,Pinnacle Trading Pvt Ltd,3842096.0,31.5,62,26.73723005765533,1,1,24,Self-funded,1,circular_ring,1,0.13300435,0.06421104818582535,0.13300435,none,0.98349875,0.5605,0.8834462847709655,0.016501248,0.6297519429486083,0.5930970583508681,656,Good,0.994,0.9419206090420484,744.0,Good
103405,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.6,2,824.4,22,Puravankara,0.8,Tier2,1,PREG83168,3,"24/7 Security, Power Backup, Gymnasium",5158.0,5381.0,4436693.0,5368.0,4425944.0,0.06,266202.0,30000.0,21337.0,22049.0,5.77,1,0,1,505137,4418099.0,4436693.0,-0.42,+91-9302686470,38,1,59,11,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Rahul Reddy,Individual,PAN004912,Divya Sharma,4508944.0,1.3,2631,-1.6284877046935635,0,0,1,Bank Loan,0,none,0,0.11372896,,0.11372896,none,0.07127366,0.979,0.889330409526825,0.9287263,0.6297519429486083,0.8572460678408812,814,Excellent,,,,
103406,Kolkata,Tollygunge,700033,Tier1,mid,Studio/1RK,1.81,1,315.0,17,Local Developer Co,0.55,Tier3,0,,12,"Power Backup, Indoor Games Room, CCTV, Jogging Track, Visitor Parking, 24/7 Security, Lift, Clubhouse, Children's Play Area, Gymnasium, Landscaped Garden, Swimming Pool",3875.0,5102.0,1607422.0,5557.0,1750772.0,0.06,96445.0,16074.0,7909.0,7957.0,5.9,1,1,1,505138,1791847.0,1607422.0,11.47,+91-9785287153,34,1,89,3,0,none,505139.0,7670.0,7909.0,-3.02,+91-9885528286,39.0,1.0,66.0,2.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Rohan Rao,Individual,PAN032984,Pooja Verma,1648956.0,3.7,1090,-2.583888984970966,0,0,2,NBFC Loan,0,none,0,0.05482156,0.0473218597471714,0.05482156,none,0.21653794,0.4265,0.8419017086029053,0.78346205,0.6297519429486083,0.6554778099249076,693,Good,0.849,0.8482764192149043,770.0,Excellent
103407,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.79,3,820.0,10,Regional Builders Ltd,0.5,Tier3,0,,4,"Lift, Indoor Games Room, Visitor Parking, Power Backup",4723.0,5708.0,4680514.0,5952.0,4880980.0,0.06,280831.0,30000.0,21119.0,20712.0,5.41,0,0,1,505140,4859052.0,4680514.0,3.81,+91-9876528310,40,1,29,13,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Crestline Realty LLP,Pvt Ltd Company,PAN031773,Sneha Sharma,4480237.0,1.6,25,4.278953123524468,1,1,1,Self-funded,0,shell_entity_buyer,0,0.06356785,,0.06356785,none,0.54728955,0.8095,0.8309673404693604,0.45271045,0.6297519429486083,0.7174847612927627,730,Good,,,,
103408,Kolkata,Tollygunge,700033,Tier1,mid,Studio/1RK,1.68,1,339.7,20,Regional Builders Ltd,0.5,Tier3,1,PREG44131,11,"Indoor Games Room, Jogging Track, Power Backup, Visitor Parking, CCTV, Landscaped Garden, Swimming Pool, Gymnasium, Lift, Children's Play Area, 24/7 Security",5025.0,6349.0,2157119.0,6253.0,2124509.0,0.06,129427.0,21571.0,9428.0,9229.0,5.24,1,1,1,505141,2083694.0,2157119.0,-3.4,+91-9605471506,29,1,107,11,0,none,505142.0,8857.0,9428.0,-6.06,+91-9644550627,39.0,1.0,45.0,9.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Ajay Menon,Individual,PAN008850,Ajay Kulkarni,1896217.0,5.1,2360,12.09492846708967,0,0,1,Bank Loan,0,none,0,0.012635813,0.030568765476346016,0.012635813,none,0.2662129,0.8300000000000001,0.9542595648765564,0.73378706,0.6297519429486083,0.8027839156578255,782,Excellent,0.6970000000000001,0.9390165493451058,755.0,Excellent
103409,Kolkata,Tollygunge,700033,Tier1,mid,Villa,1.97,4,3654.5,6,Lodha Group,0.95,Tier1,1,PREG45692,5,"Power Backup, Clubhouse, Indoor Games Room, Landscaped Garden, Swimming Pool",3492.0,6435.0,23515780.0,6426.0,23483905.0,0.06,1410947.0,30000.0,101326.0,99554.0,5.17,1,0,1,505143,24323735.0,23515780.0,3.44,+91-9970433410,34,1,63,12,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Summit Enterprises LLP,LLP,PAN015503,Alpine Infra LLP,23052534.0,2.6,83,1.9699367828751584,1,0,1,Mixed,0,none,0,0.047371592,,0.047371592,none,0.08962662,0.8280000000000001,0.9562341656684875,0.9103734,0.6297519429486083,0.8292642498563003,798,Excellent,,,,
103410,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.81,3,1118.5,18,Runwal Group,0.78,Tier2,1,PREG79117,5,"Clubhouse, Power Backup, CCTV, 24/7 Security, Swimming Pool",4628.0,5348.0,5982296.0,5217.0,5834942.0,0.06,358938.0,30000.0,24433.0,24056.0,4.9,0,0,1,505144,5703376.0,5982296.0,-4.66,+91-9571366096,30,1,64,5,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Arjun Iyer,Individual,PAN027917,Suresh Sharma,6025735.0,2.7,57,-0.7261258887891874,1,0,1,NBFC Loan,0,none,0,0.031157862,,0.031157862,none,0.050912596,0.767,0.9581158324241638,0.9490874,0.6297519429486083,0.8173358516095351,790,Excellent,,,,
103411,Kolkata,Tollygunge,700033,Tier1,mid,Row House,2.02,2,1970.9,24,Lodha Group,0.95,Tier1,1,PREG85703,2,"Swimming Pool, Children's Play Area",4371.0,6869.0,13539156.0,7326.0,14439870.0,0.06,812349.0,30000.0,58483.0,60350.0,5.18,0,0,1,505145,14127998.0,13539156.0,4.35,+91-9207174695,25,1,50,13,0,none,505146.0,60966.0,58483.0,4.25,+91-9323311439,40.0,77.0,57.0,9.0,1.0,recycled_description,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Cascade Holdings LLP,LLP,PAN010639,Kavya Menon,12522857.0,4.5,2114,7.506368934666238,0,0,1,Self-funded,0,none,0,0.008137993,0.9956164360046387,0.008137993,none,0.059027795,0.7825,0.9895827260017395,0.9409722,0.6297519429486083,0.8302086438248825,798,Excellent,0.7875,0.15022602939605711,648.0,Fair
103412,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.69,3,565.2,18,Oberoi Realty,0.9,Tier1,1,PREG13820,8,"Jogging Track, CCTV, Visitor Parking, Lift, Clubhouse, Gymnasium, Swimming Pool, Power Backup",4061.0,5392.0,3047501.0,5487.0,3101234.0,0.06,182850.0,30000.0,14941.0,16085.0,5.88,0,1,1,505147,3118860.0,3047501.0,2.34,+91-9584556741,33,1,93,4,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Karan Menon,Individual,PAN012048,Pinnacle Enterprises Pvt Ltd,3212577.0,4.0,2286,-5.416766065048051,0,0,1,Bank Loan,0,none,0,0.026943384,,0.026943384,none,0.03209244,0.883,0.9700981311798096,0.96790755,0.6297519429486083,0.8585535662244034,815,Excellent,,,,
103413,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.73,3,974.9,10,Kolte-Patil,0.82,Tier2,1,PREG73121,3,"CCTV, Children's Play Area, Power Backup",4614.0,5350.0,5216274.0,5512.0,5373844.0,0.06,312976.0,30000.0,21764.0,23858.0,5.01,0,0,1,505148,5440530.0,5216274.0,4.3,+91-9104660979,24,1,132,4,0,none,505149.0,25424.0,21764.0,16.82,+91-9749842598,36.0,1.0,7.0,3.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Meera Reddy,Individual,PAN014957,Pooja Menon,5402515.0,1.8,2841,-3.570383764349802,0,0,1,NBFC Loan,0,none,0,0.01133552,0.043308597058057785,0.01133552,none,0.10984042,0.785,0.9777648734092712,0.8901596,0.6297519429486083,0.8197913887999725,792,Excellent,0.15900000000000003,0.9505876925006508,674.0,Good
103414,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.95,2,1212.5,24,Runwal Group,0.78,Tier2,1,PREG29855,12,"Clubhouse, CCTV, Gymnasium, Visitor Parking, Landscaped Garden, 24/7 Security, Children's Play Area, Swimming Pool, Power Backup, Indoor Games Room, Jogging Track, Lift",4406.0,5913.0,7169200.0,5795.0,7026539.0,0.06,430152.0,30000.0,32344.0,34614.0,5.41,1,1,1,505150,6904710.0,7169200.0,-3.69,+91-9856959104,44,1,113,9,0,none,505151.0,33816.0,32344.0,4.55,+91-9955493651,33.0,1.0,38.0,6.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Crestline Enterprises LLP,LLP,PAN014312,Zenith Enterprises LLP,6970849.0,2.6,1946,2.76671037214752,0,0,1,Mixed,0,none,0,0.058866262,0.05516086146235466,0.058866262,none,0.06629418,0.8155,0.9345637126922607,0.9337058,0.6297519429486083,0.8225129794953536,794,Excellent,0.7725,0.9377132677569985,786.0,Excellent
103415,Kolkata,Tollygunge,700033,Tier1,mid,Independent House,2.01,4,1798.3,12,Sobha Ltd,0.91,Tier1,1,PREG43338,0,,4634.0,6226.0,11197187.0,6823.0,12269440.0,0.06,671831.0,30000.0,50691.0,55611.0,5.43,1,0,1,505152,12336310.0,11197187.0,10.17,+91-9561703223,18,1,75,10,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Rahul Reddy,Individual,PAN001792,Arjun Nair,10656278.0,3.6,2267,4.830757939471762,0,0,2,Self-funded,0,none,0,0.009343842,,0.009343842,none,0.09504348,0.49150000000000005,0.9857577645301818,0.9049565,0.6297519429486083,0.7363587989972304,742,Good,,,,
103416,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.58,2,779.0,10,Runwal Group,0.78,Tier2,1,PREG11741,5,"Visitor Parking, Gymnasium, 24/7 Security, Power Backup, Landscaped Garden",4093.0,5305.0,4132115.0,5229.0,4072901.0,0.06,247927.0,30000.0,18958.0,19336.0,5.51,0,0,1,505153,4043475.0,4132115.0,-2.15,+91-9531276844,43,1,167,6,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Alpine Holdings LLP,Pvt Ltd Company,PAN021179,Alpine Consultancy Pvt Ltd,4161181.0,2.4,3646,-0.7034170152573198,0,1,2,Bank Loan,1,shell_entity_buyer,0,0.08963443,,0.08963443,none,0.95057243,0.8925,0.9084107442855834,0.04942757,0.6297519429486083,0.7051253446390998,723,Good,,,,
103417,Kolkata,Tollygunge,700033,Tier1,mid,Independent House,1.52,3,1681.9,11,Lodha Group,0.95,Tier1,1,PREG47355,2,"Landscaped Garden, CCTV",3637.0,5027.0,8454361.0,5303.0,8918295.0,0.06,507262.0,30000.0,36406.0,35402.0,5.17,1,0,1,505154,8892896.0,8454361.0,5.19,+91-9696472636,27,1,145,11,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Sunrise Trading Pvt Ltd,Pvt Ltd Company,PAN022020,Vikram Singh,8207809.0,3.5,876,2.916270076472959,0,0,1,Bank Loan,0,none,0,0.020324495,,0.020324495,none,0.14202577,0.7404999999999999,0.9792242136001587,0.85797423,0.6297519429486083,0.8020513934443664,781,Excellent,,,,
103418,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.73,2,715.3,4,Oberoi Realty,0.9,Tier1,1,PREG91555,6,"Children's Play Area, Landscaped Garden, Swimming Pool, Gymnasium, Visitor Parking, Power Backup",3965.0,5214.0,3729592.0,5162.0,3692075.0,0.06,223776.0,30000.0,15514.0,15589.0,4.99,1,1,1,505155,3818556.0,3729592.0,2.39,+91-9807837077,47,1,39,13,0,none,505156.0,15670.0,15514.0,1.01,+91-9563399937,42.0,1.0,18.0,4.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Neha Menon,Individual,PAN011391,Sneha Nair,3877858.0,8.2,2252,-3.975394627616104,0,0,1,Self-funded,0,none,0,0.4753463,0.027193496003746986,0.4753463,none,0.05700215,0.8805,0.5889556341171265,0.9429979,0.6297519429486083,0.7397243658374023,744,Good,0.9495,0.9698855283968151,825.0,Excellent
103419,Kolkata,Tollygunge,700033,Tier1,mid,Penthouse,1.65,3,3144.6,11,Puravankara,0.8,Tier2,1,PREG26105,7,"Children's Play Area, Power Backup, CCTV, Gymnasium, Landscaped Garden, Visitor Parking, 24/7 Security",4504.0,8835.0,27781094.0,9250.0,29086816.0,0.06,1666866.0,30000.0,131567.0,143377.0,5.68,0,1,1,505157,28533211.0,27781094.0,2.71,+91-9132112250,36,1,152,3,0,none,505158.0,137682.0,131567.0,4.65,+91-9696472636,27.0,1.0,83.0,4.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Rohan Kulkarni,Individual,PAN022917,Horizon Consultancy LLP,27324610.0,3.0,72,1.643146234629925,1,0,1,Bank Loan,0,none,0,0.023067627,0.01697106473147869,0.023067627,none,0.16954182,0.8645,0.9663925395011902,0.83045816,0.6297519429486083,0.8312744781802368,799,Excellent,0.7675,0.9715745949782431,782.0,Excellent
103420,Kolkata,Tollygunge,700033,Tier1,mid,Villa,1.74,4,4184.8,15,Brigade Group,0.88,Tier1,1,PREG60799,8,"Lift, Gymnasium, Indoor Games Room, Landscaped Garden, Power Backup, Clubhouse, CCTV, Visitor Parking",5090.0,10001.0,41853876.0,11004.0,46049163.0,0.06,2511233.0,30000.0,181452.0,196259.0,5.2,1,1,1,505159,45845832.0,41853876.0,9.54,+91-9369588493,30,1,149,3,0,none,505160.0,201389.0,181452.0,10.99,+91-9618952114,32.0,1.0,26.0,5.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Suresh Joshi,Individual,PAN028318,Horizon Holdings Pvt Ltd,45760517.0,1.2,781,-9.334000511684987,0,0,2,Bank Loan,0,none,0,0.005716492,0.06445877254009247,0.005716492,none,0.2704032,0.523,0.9867409935951232,0.7295968,0.6297519429486083,0.7197998058436584,732,Good,0.4505,0.9368100433409213,710.0,Good
103421,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.81,2,1009.5,10,Godrej Properties,0.93,Tier1,1,PREG14829,11,"Gymnasium, Landscaped Garden, Children's Play Area, 24/7 Security, Indoor Games Room, Jogging Track, Power Backup, Clubhouse, CCTV, Visitor Parking, Lift",4734.0,7067.0,7133800.0,7008.0,7074103.0,0.06,428028.0,30000.0,33656.0,35065.0,5.66,1,1,1,505161,7085385.0,7133800.0,-0.68,+91-9322763429,28,1,95,11,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Novus Trading LLP,Partnership Firm,PAN029341,Vikram Patel,6692707.0,4.1,2383,6.183142224340464,0,0,1,NBFC Loan,0,none,0,0.05204947,,0.05204947,none,0.08256718,0.966,0.950857999420166,0.91743284,0.6297519429486083,0.8701103211997222,822,Excellent,,,,
103422,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.86,2,583.4,23,Local Developer Co,0.55,Tier3,1,PREG72627,5,"Clubhouse, Visitor Parking, 24/7 Security, Jogging Track, Indoor Games Room",3946.0,4563.0,2662143.0,4518.0,2636092.0,0.06,159729.0,26621.0,11772.0,12106.0,5.31,0,0,1,505162,2627555.0,2662143.0,-1.3,+91-9483984552,41,1,8,5,0,none,505163.0,12246.0,11772.0,4.03,+91-9246461550,29.0,1.0,63.0,4.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Summit Holdings LLP,Partnership Firm,PAN022541,Priya Joshi,2711952.0,3.2,3238,-1.8710114370264856,0,0,1,Bank Loan,0,none,0,0.35322335,0.0174062792211771,0.35322335,none,0.11049437,0.935,0.6682601628303527,0.8895056,0.6297519429486083,0.7718418812821578,763,Excellent,0.7985,0.9537046626619994,790.0,Excellent
103423,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.85,3,642.0,3,Local Developer Co,0.55,Tier3,1,PREG87184,7,"Power Backup, Swimming Pool, 24/7 Security, Visitor Parking, CCTV, Landscaped Garden, Clubhouse",5167.0,6888.0,4421846.0,6946.0,4459382.0,0.06,265311.0,30000.0,18298.0,18046.0,4.97,1,1,1,505164,4390451.0,4421846.0,-0.71,+91-9955493651,33,1,135,10,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Ajay Iyer,Individual,PAN023837,Zenith Infra Pvt Ltd,4289400.0,4.3,3160,2.995264873539241,0,0,1,Bank Loan,0,none,0,0.020540735,,0.020540735,none,0.057512943,0.9645,0.9510403928756713,0.94248706,0.6297519429486083,0.873473171694107,824,Excellent,,,,
103424,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,2.0,3,861.3,11,DLF Ltd,0.92,Tier1,1,PREG62232,12,"Indoor Games Room, Lift, Power Backup, 24/7 Security, Landscaped Garden, Gymnasium, Clubhouse, CCTV, Jogging Track, Children's Play Area, Swimming Pool, Visitor Parking",4907.0,7784.0,6704759.0,7758.0,6682102.0,0.06,402286.0,30000.0,34159.0,36084.0,6.11,0,1,1,505165,6784730.0,6704759.0,1.19,+91-9715315935,34,1,61,8,0,none,505166.0,35232.0,34159.0,3.14,+91-9273615422,31.0,1.0,82.0,4.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Meera Nair,Individual,PAN021450,Meera Joshi,6054648.0,0.6,3279,9.696262013295334,0,0,2,Bank Loan,0,none,0,0.037562132,0.029049796983599663,0.037562132,none,0.12303076,0.9405,0.9624721998214721,0.8769692,0.6297519429486083,0.8598750403426361,816,Excellent,0.843,0.9697076725639402,800.0,Excellent
103425,Kolkata,Tollygunge,700033,Tier1,mid,Independent House,1.75,2,2964.0,13,Oberoi Realty,0.9,Tier1,1,PREG95753,2,"Jogging Track, Landscaped Garden",5270.0,7846.0,23254906.0,7680.0,22762190.0,0.06,1395294.0,30000.0,114329.0,110612.0,5.9,0,0,1,505167,22193718.0,23254906.0,-4.56,+91-9845663635,29,1,147,9,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Orbis Enterprises Pvt Ltd,LLP,PAN020046,Meera Kulkarni,23779578.0,4.2,16,-2.2561776856892046,1,1,1,Mixed,0,none,0,0.024988525,,0.024988525,none,0.7224441,0.772,0.9717597894668579,0.27755588,0.6297519429486083,0.7221993050168227,733,Good,,,,
103426,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.73,2,1112.7,11,Lodha Group,0.95,Tier1,1,PREG75408,10,"Clubhouse, Landscaped Garden, Children's Play Area, 24/7 Security, Swimming Pool, Visitor Parking, Gymnasium, Lift, Jogging Track, Power Backup",3709.0,5182.0,5766364.0,5260.0,5853308.0,0.06,345982.0,30000.0,24699.0,25147.0,5.14,1,1,1,505168,6037175.0,5766364.0,4.7,+91-9277554312,29,1,119,9,0,none,505169.0,25520.0,24699.0,3.32,+91-9748357583,26.0,1.0,74.0,5.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Anjali Singh,Individual,PAN027651,Vertex Enterprises Pvt Ltd,6081620.0,4.4,2963,-5.4671539986029325,0,0,1,Self-funded,0,none,0,0.032928973,0.03910420835018158,0.032928973,none,0.049954396,0.765,0.9685103979110717,0.9500456,0.6297519429486083,0.8199979429553222,792,Excellent,0.8340000000000001,0.9632614229023456,803.0,Excellent
103427,Kolkata,Tollygunge,700033,Tier1,mid,Row House,1.63,3,1646.0,23,Local Developer Co,0.55,Tier3,0,,0,,4637.0,5800.0,9547010.0,6273.0,10324745.0,0.06,572821.0,30000.0,49640.0,54595.0,6.24,0,0,1,505170,10311216.0,9547010.0,8.0,+91-9235179755,40,1,167,4,0,none,505171.0,54107.0,49640.0,9.0,+91-9592437012,36.0,1.0,80.0,5.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Ajay Singh,Individual,PAN033232,Summit Holdings Pvt Ltd,10053356.0,0.0,1303,-5.303712890213794,0,0,1,Bank Loan,0,none,0,0.03829013,0.06421275436878204,0.03829013,none,0.029463364,0.6,0.855953384399414,0.97053665,0.6297519429486083,0.7398045014212798,744,Good,0.55,0.8339191587865352,731.0,Good
103428,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.62,2,715.1,24,Kolte-Patil,0.82,Tier2,1,PREG42113,4,"Children's Play Area, Gymnasium, Landscaped Garden, Swimming Pool",5148.0,5943.0,4249955.0,5911.0,4227244.0,0.06,254997.0,30000.0,17810.0,19297.0,5.03,1,0,1,505172,4363876.0,4249955.0,2.68,+91-9149588302,41,1,37,7,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Neha Kulkarni,Individual,PAN022185,Novus Consultancy Pvt Ltd,4347525.0,0.9,2377,-2.2957890142366213,0,0,1,Mixed,1,none,0,0.25276667,,0.25276667,none,0.22107652,0.866,0.7725483464241027,0.7789235,0.6297519429486083,0.7658410193703841,760,Excellent,,,,
103429,Kolkata,Tollygunge,700033,Tier1,mid,Villa,1.67,3,2561.3,11,Sobha Ltd,0.91,Tier1,1,PREG80634,8,"Indoor Games Room, CCTV, 24/7 Security, Power Backup, Gymnasium, Clubhouse, Jogging Track, Children's Play Area",5360.0,10245.0,26240910.0,10203.0,26132484.0,0.06,1574455.0,30000.0,116338.0,116854.0,5.32,0,1,1,505173,25242202.0,26240910.0,-3.81,+91-9577748824,33,77,37,4,1,recycled_description,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Vertex Enterprises LLP,LLP,PAN010376,Pooja Pillai,27218915.0,1.0,2704,-3.727023948483494,0,0,2,Mixed,0,none,0,0.9961188,,0.9961188,recycled_description,0.07498719,0.8095,0.14699903373494744,0.9250128,0.6297519429486083,0.5831396198955696,650,Good,,,,
103430,Kolkata,Tollygunge,700033,Tier1,mid,Studio/1RK,1.57,1,371.4,21,Puravankara,0.8,Tier2,1,PREG51104,4,"Power Backup, Swimming Pool, Landscaped Garden, Visitor Parking",4967.0,6407.0,2379481.0,6598.0,2450662.0,0.06,142769.0,23795.0,11515.0,12048.0,5.81,1,0,1,505174,2386003.0,2379481.0,0.27,+91-9693347505,35,1,100,7,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Suresh Gupta,Individual,PAN003354,Anjali Kulkarni,2334283.0,2.0,851,1.8994898467354853,0,0,1,NBFC Loan,0,none,0,0.23064055,,0.23064055,none,0.06694709,0.9865,0.7899555788040161,0.9330529,0.6297519429486083,0.8303325939963531,798,Excellent,,,,
103431,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.85,1,670.1,22,Regional Builders Ltd,0.5,Tier3,1,PREG44047,12,"Indoor Games Room, Gymnasium, Children's Play Area, Lift, Jogging Track, CCTV, Power Backup, Clubhouse, Landscaped Garden, Swimming Pool, 24/7 Security, Visitor Parking",4400.0,5196.0,3482104.0,5246.0,3515491.0,0.06,208926.0,30000.0,17241.0,18237.0,5.94,1,1,1,505175,3625123.0,3482104.0,4.11,+91-9755096065,40,1,88,10,0,none,,,,,,,,,,,,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Vikram Kulkarni,Individual,PAN014948,Pooja Pillai,3399500.0,5.6,2304,2.372243907706375,0,0,1,Self-funded,0,none,0,0.026357654,,0.026357654,none,0.069970086,0.7945,0.9425960087776184,0.9300299,0.6297519429486083,0.818071280653305,791,Excellent,,,,
103432,Kolkata,Tollygunge,700033,Tier1,mid,Apartment,1.72,1,921.6,22,Godrej Properties,0.93,Tier1,1,PREG42552,10,"Clubhouse, Visitor Parking, Power Backup, Gymnasium, Children's Play Area, 24/7 Security, Jogging Track, Lift, Swimming Pool, Landscaped Garden",4997.0,6638.0,6118127.0,7044.0,6492123.0,0.06,367088.0,30000.0,27632.0,28916.0,5.42,0,1,1,505176,6283271.0,6118127.0,2.7,+91-9612747232,34,1,52,2,0,none,505177.0,27826.0,27632.0,0.7,+91-9950414459,40.0,1.0,81.0,11.0,0.0,none,5.6342,6.608,0.2870951889561879,0.98740542318718,0.288863976083707,0.5962209162012669,Priya Singh,Individual,PAN032493,Amit Gupta,5929468.0,5.4,1064,3.083607123552682,0,0,1,Bank Loan,1,none,0,0.044792347,0.08778400719165802,0.044792347,none,0.37021264,0.865,0.957026543712616,0.6297873,0.6297519429486083,0.7985140507100296,779,Excellent,0.965,0.9204835938870907,791.0,Excellent
